parametro,activo,mercado,hecho,fuente_respaldo,precision_temporal,estado_documental,semantica_pendiente,compatibilidad_motor,cambio_propuesto,supuesto_adicional_necesario,fact_id,source_id,known_from_utc,conocimiento_documental,aplicabilidad_documental,loadable_by_rulebook
PERCENT_PRICE_BY_SIDE.avgPriceMins,BTCUSDT,spot,"{""original"":5,""normalizado"":""5"",""unidad"":""minutes""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI25_BTCUSDT_PERCENT_PRICE_BY_SIDE_avgPriceMins,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE_BY_SIDE"",""flags"":{""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
NOTIONAL.minNotional,BTCUSDT,spot,"{""original"":""5.00000000"",""normalizado"":""5"",""unidad"":""USDT""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI25_BTCUSDT_NOTIONAL_minNotional,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""NOTIONAL"",""flags"":{""applyMinToMarket"":true,""applyMaxToMarket"":false,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
NOTIONAL.applyMinToMarket,BTCUSDT,spot,"{""original"":true,""normalizado"":true,""unidad"":""boolean""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI25_BTCUSDT_NOTIONAL_applyMinToMarket,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""NOTIONAL"",""flags"":{""applyMinToMarket"":true,""applyMaxToMarket"":false,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
NOTIONAL.maxNotional,BTCUSDT,spot,"{""original"":""9000000.00000000"",""normalizado"":""9000000"",""unidad"":""USDT""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio. applyMaxToMarket=false impide imponer ese máximo a MARKET. No es límite de posición.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI25_BTCUSDT_NOTIONAL_maxNotional,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""NOTIONAL"",""flags"":{""applyMinToMarket"":true,""applyMaxToMarket"":false,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
NOTIONAL.applyMaxToMarket,BTCUSDT,spot,"{""original"":false,""normalizado"":false,""unidad"":""boolean""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI25_BTCUSDT_NOTIONAL_applyMaxToMarket,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""NOTIONAL"",""flags"":{""applyMinToMarket"":true,""applyMaxToMarket"":false,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
NOTIONAL.avgPriceMins,BTCUSDT,spot,"{""original"":5,""normalizado"":""5"",""unidad"":""minutes""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI25_BTCUSDT_NOTIONAL_avgPriceMins,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""NOTIONAL"",""flags"":{""applyMinToMarket"":true,""applyMaxToMarket"":false,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ORDERS.maxNumOrders,BTCUSDT,spot,"{""original"":200,""normalizado"":""200"",""unidad"":""dimensionless""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI25_BTCUSDT_MAX_NUM_ORDERS_maxNumOrders,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ORDER_LISTS.maxNumOrderLists,BTCUSDT,spot,"{""original"":20,""normalizado"":""20"",""unidad"":""dimensionless""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI25_BTCUSDT_MAX_NUM_ORDER_LISTS_maxNumOrderLists,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ORDER_LISTS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ALGO_ORDERS.maxNumAlgoOrders,BTCUSDT,spot,"{""original"":5,""normalizado"":""5"",""unidad"":""dimensionless""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI25_BTCUSDT_MAX_NUM_ALGO_ORDERS_maxNumAlgoOrders,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ALGO_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ORDER_AMENDS.maxNumOrderAmends,BTCUSDT,spot,"{""original"":10,""normalizado"":""10"",""unidad"":""dimensionless""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI25_BTCUSDT_MAX_NUM_ORDER_AMENDS_maxNumOrderAmends,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ORDER_AMENDS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
PRICE_FILTER.minPrice,ETHUSDT,spot,"{""original"":""0.01000000"",""normalizado"":""0.01"",""unidad"":""USDT""}",https://web.archive.org/web/20251209111642id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2025-12-09T11:16:42Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI25_ETHUSDT_PRICE_FILTER_minPrice,SPOTI25,,"{""known_from_utc"":null,""document_observed_at_utc"":""2025-12-09T11:16:42Z"",""consulted_at_utc"":""2026-09-24T23:49:52.060101Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PRICE_FILTER"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
